家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
6.0,99199111,2022年12月05日,2022年12月19日,福岡市早良区高取１丁目6-10  mapを見る,レジデンス高取  102,福岡市空港線藤崎駅 徒歩7分 駅までmap 福岡市空港線西新駅 徒歩11分 駅までmap 防塁前バス停 徒歩5分 ,壁芯45.5㎡ / 約13.76坪,nan,2LDK,ＬＤＫ8／洋4.5／洋6, 東,nan,福岡市立高取小学校　距離384ｍ,福岡市立高取中学校　距離1573ｍ,無　1万6500円,自走（平置きも含む）,【 屋根状況　屋根なし 】　,nan,1ヶ月 ,無,2ヶ月,nan,無,nan,4000円,無,無,有 ジェイリース株式会社（保証人様必須）※契約者や条件によっては、内容が変更になる場合があります。,総額賃料の80％から,有、23000円、2年、エイワン少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,鍵交換代：1万9800円,消毒料：1万9800円,水町費：4300円 / 月,nan,1年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,1階部分,1984[S59]年11月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面所　 洗面台　 フローリング　 ルーフバルコニー　 駐輪場　 ２口コンロ　,閑静住宅街　 角部屋　,nan,専任媒介,坂本,"
										TEL：092-833-6010
",早良
6.0,98743143,2022年12月06日,2022年12月20日,福岡市早良区西新５丁目1-17  mapを見る,アルファコンフォート福岡西新  1307,福岡市空港線西新駅 徒歩3分 駅までmap 福岡市空港線唐人町駅 徒歩19分 駅までmap 福岡市空港線藤崎駅 徒歩9分 駅までmap ,20.67㎡ / 約6.25坪,nan,1K,nan, 北,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月,nan,無,nan,1万円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,オゾン消臭費：1万8000円,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上14階建,13階部分,1992[H4]年5月,空家,相談　,都市ガス　 エアコン　 バス・トイレ別　 冷蔵庫　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 宅配ボックス　 駐輪場　 出窓　 24時間セキュリティ　,角部屋　,nan,貸主,nan,"
",早良
5.3,99038985,2022年12月06日,2022年12月20日,福岡市早良区重留１丁目7-20  mapを見る,重留ハイツ  ２０１,重留新町バス停 徒歩3分 ,54㎡ / 約16.34坪,nan,3DK,和 6･6　洋 6　DK 6, 南,nan,nan,nan,空有　駐車場代無料,nan,　,nan,nan,2ヶ月 / 10.6万円,無,敷引 2ヶ月10.6万円 ,無,nan,無,nan,無,有 保証料（月額家賃等の８０％）＋連帯保証人（親族有職者）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、25000円、2年、火災（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1988[S63]年3月,空家,即時　,プロパンガス　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 床下収納　 ガスコンロ設置可　 洗面台　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 駐輪場　 出窓　,二人入居可　 閑静住宅街　 角部屋　,交通の利便良し　角部屋・日当り良好交通の利便良し　日当り良好　洋室有り　駐車場は小型車　２台目は近隣に有り（５０００）,専任媒介,ごとう　かおる,"
										TEL：092-864-3608
",早良
9.4,98503610,2022年12月06日,2022年12月20日,福岡市早良区西新５丁目1-17  mapを見る,アルファコンフォート福岡西新  1201,福岡市空港線西新駅 徒歩3分 駅までmap 福岡市空港線唐人町駅 徒歩19分 駅までmap 福岡市空港線藤崎駅 徒歩9分 駅までmap ,28.44㎡ / 約8.60坪,nan,1K,nan, 南東,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月,nan,無,nan,1万円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,オゾン消臭費：1万8000円,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上14階建,12階部分,1992[H4]年5月,居住中,相談　2023年1月上旬,都市ガス　 エアコン　 バス・トイレ別　 冷蔵庫　 ＩＨクッキングヒーター　 洗面台　 室内洗濯機置場　 洗濯乾燥機　 フローリング　 照明器具付き　 バルコニー　 ２面バルコニー　 エレベーター　 宅配ボックス　 駐輪場　 24時間セキュリティ　,法人限定　 角部屋　,nan,貸主,nan,"
",早良
9.8,97975993,2022年12月06日,2022年12月20日,福岡市早良区室見４丁目１０－９  mapを見る,ディオス・グランデ  202,福岡市空港線室見駅 徒歩10分 駅までmap 福岡市空港線藤崎駅 徒歩11分 駅までmap 福岡市空港線姪浜駅 徒歩22分 駅までmap ,54.64㎡ / 約16.53坪,nan,2LDK,洋5／洋5／ＬＤＫ16, 北東,nan,nan,nan,空有　1万1000円,nan,　,nan,nan,無,2ヶ月 / 19.6万円,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,2階部分,2006[H18]年6月,空家,相談　2022年7月7日,電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 システムキッチン　 カウンターキッチン　 ＩＨクッキングヒーター　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 複層ガラス　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　,メゾネット　 デザイナーズ　,1Fにはウッドデッキのテラス、2Fにはバルコニー、3Fはルーフバルコニーと非常に珍しい造りになっております♪駐車場の空きについては要確認,専任媒介,nan,"
",早良
3.3,99266113,2022年12月06日,2022年12月20日,福岡市早良区南庄３丁目１４－２２  mapを見る,ウインズ室見  203,福岡市空港線室見駅 徒歩14分 南庄３丁目バス停 徒歩2分 駅までmap 福岡市空港線藤崎駅 徒歩20分 駅までmap ,18.5㎡ / 約5.60坪,nan,1K,Ｋ2／洋5.6, 東,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1998[H10]年1月,空家,相談　2022年10月27日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 ロフト　 フローリング　 照明器具付き　 バルコニー　,nan,ロフト付きで天井が高いので７帖とは思えない開放感があり過ごしやすいですね。バストイレ別・ミニキッチン付きで水回りも充実してますよ。駐車場の空きについては要確認,専任媒介,nan,"
",早良
6.0,99303000,2022年12月05日,2022年12月19日,福岡市早良区原４丁目８－８  周辺mapを見る,エスポワールドミ藤崎南  401,福岡市空港線室見駅 徒歩23分 福岡市七隈線次郎丸駅 徒歩29分 福岡市七隈線別府駅 徒歩37分 ,52.2㎡ / 約15.79坪,nan,2LDK,nan, 東,nan,nan,nan,空有,nan,　,nan,nan,無,2ヶ月 / 12万円,nan,無,nan,無,無,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上6階建,4階部分,1976[S51]年10月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 駐輪場　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",早良
3.9,99242160,2022年12月06日,2022年12月20日,福岡市早良区野芥２丁目３－３０  mapを見る,ＫＳ１野芥  203,福岡市七隈線野芥駅 徒歩4分 野芥１丁目バス停 徒歩3分 駅までmap 福岡市七隈線賀茂駅 徒歩10分 駅までmap ,23.18㎡ / 約7.01坪,nan,1K,洋6.9, 南,nan,nan,nan,空有　5500円,nan,　,nan,nan,無,2ヶ月 / 7.8万円,nan,無,nan,無,3500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,2005[H17]年6月,空家,相談　2022年8月9日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 トイレ　 バス・トイレ別　 ＣＡＴＶ　 室内洗濯機置場　 フローリング　 バルコニー　 駐輪場　 インターネット使い放題　,ペット相談可　 南向き　,洗濯物もラクラク干せるバルコニー付き。南向きで日当たり良好。嬉しい室内洗濯機置き場。駐車場の空きについては要確認,専任媒介,nan,"
",早良
3.2,98995523,2022年12月05日,2022年12月19日,福岡市早良区祖原28-10  mapを見る,クリスタル祖原  103,福岡市空港線西新駅 徒歩8分 駅までmap 福岡市空港線藤崎駅 徒歩10分 駅までmap 福岡市七隈線別府駅 徒歩19分 駅までmap ,20㎡ / 約6.05坪,nan,1DK,洋6,無,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,有 確認ください（全保連　月額合計100％ジェイリース　月額合計80％日本セーフティ：月額合計80％～100％）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円,nan,水町費：3000円 / 月シード24：840円 / 月口座振替料：400円 / 月共益費：2000円 / 月,nan,1年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,1階部分,1985[S60]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 収納スペース　 洗濯機置場　 フローリング　 ＴＶモニタ付きインターホン　 押入れ　,nan,退去時クリーニング：32000円,代理,nan,"
",早良
2.8,97768333,2022年12月06日,2022年12月20日,福岡市早良区祖原１７－８  mapを見る,ローズシャトー  305,福岡市空港線西新駅 徒歩8分 城西３丁目バス停 徒歩4分 駅までmap 福岡市空港線藤崎駅 徒歩11分 駅までmap ,17㎡ / 約5.14坪,nan,1K,Ｋ2／和4.5, 南,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1979[S54]年6月,空家,相談　2020年6月22日,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 洗面台　 洗濯機置場　 インターネット使い放題　,南向き　,地下鉄西新駅まで徒歩８分！通勤通学にも便利な立地ですよ。バス停も近いです。スーパー、コンビニ、ドラックストアも徒歩圏内でちょっとした買い物に便利ですね。,専任媒介,nan,"
",早良
7.0,98280344,2022年12月06日,2022年12月20日,福岡市早良区西新１丁目２－３  mapを見る,堀田ハイツ  303,福岡市空港線西新駅 徒歩4分 西新１丁目バス停 徒歩1分 駅までmap 福岡市空港線唐人町駅 徒歩12分 駅までmap ,55.2㎡ / 約16.70坪,nan,2LDK,ＬＤＫ9／洋6／和6, 南,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月 / 14万円,nan,無,nan,無,1200円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,3階部分,1982[S57]年6月,空家,相談　2021年9月21日,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 フローリング　 インターネット使い放題　 独立洗面脱衣所　,二人入居可　 南向き　,バルコニーの広さも魅力的ですね。物を置いてもいいし、使い方の幅が広がりますね。各部屋に収納もたくさんついてます。お子様のいる家庭でも安心です！,専任媒介,nan,"
",早良
6.0,99247477,2022年12月05日,2022年12月19日,福岡市早良区西新４丁目３－２０  mapを見る,フェリクス西新  604,福岡市空港線西新駅 徒歩1分 西新４丁目バス停 徒歩1分 駅までmap ,35.55㎡ / 約10.75坪,nan,ワンルーム,洋14,nan,nan,nan,nan,空無,nan,　,nan,nan,無,1ヶ月 / 6万円,nan,無,nan,無,2150円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上13階建,6階部分,1996[H8]年3月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 防犯カメラ　,角部屋　,都市ガスで月々のランニングコストを抑えることが出来ます。洋室が１４帖とかなり広めなお部屋ですので、荷物が多いお客様にも人気です。駐車場の空きについては要確認,専任媒介,nan,"
",早良
12.5,99296368,2022年12月06日,2022年12月20日,福岡市早良区百道１丁目３０－５  mapを見る,百道ロジュマン  602,福岡市空港線藤崎駅 徒歩9分 駅までmap 福岡市空港線西新駅 徒歩19分 駅までmap 福岡市空港線室見駅 徒歩15分 駅までmap ,66.17㎡ / 約20.02坪,nan,3LDK,ＬＤＫ13.8／和6／洋5.9／洋4.7, 南,nan,nan,nan,空有　1万3200円,nan,　,nan,nan,1ヶ月 / 12.5万円,2ヶ月 / 25万円,nan,無,nan,無,無,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,6階部分,1995[H7]年3月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 ２口コンロ　 独立洗面脱衣所　,分譲タイプ　 南向き　,都市ガスで月々のランニングコストを抑えることができます♪駐車場の空きについては要確認,専任媒介,nan,"
",早良
4.1,99259992,2022年12月05日,2022年12月19日,福岡市早良区百道２丁目１４番９号  mapを見る,セントラルビレッジ百道  5003,福岡市空港線藤崎駅 徒歩3分 駅までmap ,27.2㎡ / 約8.23坪,nan,1DK,ＤＫ5／洋6, 南東 4.16㎡,nan,nan,nan,空有　9000円,nan,　,nan,nan,1.8万円,1ヶ月 / 4.1万円,nan,無,nan,無,2000円,無,無,nan,有、2年※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代（入居時）：1万4300円,nan,水道代（定額）：2300円 / 月町費：200円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,5階部分,1988[S63]年2月,空家,相談　,エアコン　 トイレ　 バス・トイレ別　 シャワー　 システムキッチン　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 オール電化　 タンク式電気給湯器　 インターネット使い放題　 防犯カメラ　 シューズボックス　 押入れ　,ペット不可　,オートロック・防犯カメラ・オール電化※敷地内駐車場空き有要確認。屋根付１００００円、屋根無９０００円。リモコン保証料１８０００円。,専任媒介,nan,"
",早良
6.5,99308155,2022年12月05日,2022年12月19日,福岡市早良区野芥４丁目20-6(仮)  mapを見る,グランドAK野芥  102,福岡市七隈線野芥駅 徒歩14分 駅までmap 福岡市七隈線梅林駅 徒歩18分 駅までmap 福岡市七隈線賀茂駅 徒歩23分 駅までmap ,内法40.58㎡ / 約12.28坪,nan,1LDK,ＬＤＫ10.7／洋5.7,nan,nan,nan,nan,無　8800円,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 アップフォワード※契約者や条件によっては、内容が変更になる場合があります。,初回保証料60%,有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,町費：500円 / 月２４時間サポート：660円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,1階部分,2022[R4]年12月（新築）,未完成,予定　2022年12月中旬,プロパンガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 バイク置場(屋外）　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　 シャッター(雨戸）　 全居室フローリング　 インターネット対応　 敷地内ゴミ置き場　,ペット相談可　 小型犬可　 猫可　,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　65,000円（税込）短期解約違約金　1年未満2か月　1年以上2年未満1ヶ月ペット飼育時賃料3,000円UP、2匹目+1,000円",貸主,松森,"
										TEL：080-8592-6749
",早良
3.2,98534363,2022年12月06日,2022年12月20日,福岡市早良区南庄３丁目１４－２２  mapを見る,ウインズ室見  102,福岡市空港線室見駅 徒歩14分 南庄３丁目バス停 徒歩2分 駅までmap 福岡市空港線藤崎駅 徒歩20分 駅までmap ,18.5㎡ / 約5.60坪,nan,1K,Ｋ2／洋5.6, 東,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,1998[H10]年1月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 ロフト　 フローリング　 バルコニー　 インターネット使い放題　,nan,ロフト付きで天井が高いので７帖とは思えない開放感があり過ごしやすいですね。バストイレ別・ミニキッチン付きで水回りも充実してますよ。駐車場の空きについては要確認,専任媒介,nan,"
",早良
6.0,99311189,2022年12月05日,2022年12月19日,福岡市早良区原４丁目８－８  周辺mapを見る,エスポワールドミ藤崎南  308,福岡市空港線室見駅 徒歩23分 福岡市七隈線次郎丸駅 徒歩29分 福岡市七隈線別府駅 徒歩37分 ,50.03㎡ / 約15.13坪,nan,2LDK,nan, 南,nan,nan,nan,空有,nan,　,nan,nan,無,2ヶ月 / 12万円,nan,無,nan,無,無,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上6階建,3階部分,1976[S51]年10月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 駐輪場　 防犯カメラ　,南向き　,駐車場の空きについては要確認,専任媒介,nan,"
",早良
2.1,99293042,2022年12月05日,2022年12月19日,福岡市早良区原１丁目35-9  mapを見る,アイリス原  203,福岡市空港線藤崎駅 徒歩13分 駅までmap 福岡市空港線室見駅 徒歩16分 駅までmap 福岡市空港線西新駅 徒歩22分 駅までmap ,17.11㎡ / 約5.18坪,nan,1K,nan,無,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 確認ください（全保連　月額合計100％ジェイリース　月額合計80％日本セーフティ　月額合計80％～100％）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,町費：300円 / 月共益費：3000円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1987[S62]年3月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 収納スペース　 ＩＨクッキングヒーター　 洗濯機置場　 ロフト　 ＴＶモニタ付きインターホン　 インターネット使い放題　,日当り良好　 角部屋　,退去時クリーニング：21000円,代理,nan,"
",早良
4.3,99314325,2022年12月05日,2022年12月19日,福岡市早良区荒江２丁目9-14  mapを見る,セラフィン西新南  201,福岡市空港線西新駅 徒歩22分 駅までmap 福岡市七隈線金山駅 徒歩23分 駅までmap 荒江四角バス停 徒歩3分 ,壁芯27㎡ / 約8.17坪,nan,1K,洋9, 南,nan,nan,nan,空有　1万2000円,nan,　,空き状況はその都度ご確認をお願いします。,nan,無,無,実費,無,nan,無,無,無,有 全保連（保証料：家賃総額の５０％(毎年1万円）又は100％をお選び頂けます。）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、16000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換費用：1万6500円OL解除キー保証金：1万円消毒料：1万1000円,nan,水道代(定額）：3000円 / 月町費：250円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上10階建,2階部分,1994[H6]年1月,居住中,相談　（R5.1月28日退去予定）,エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 収納スペース　 ＩＨクッキングヒーター　 洗面所　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 オール電化　 バイク置場(屋外）　 独立洗面脱衣所　 防犯カメラ　 火災報知機　 全居室フローリング　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 角部屋　 保証人不要　,☆敷地内コインパーキングもあり！！◎解約時に清掃料として4万円（税別）が必要です。故意過失は別途実費。,一般媒介,賃貸部携帯,"
										TEL：090-4511-0555
",早良
3.3,99146883,2022年12月05日,2022年12月19日,福岡市早良区曙２丁目9-3  mapを見る,ポルトス西新  303,福岡市空港線西新駅 徒歩15分 駅までmap 福岡市七隈線茶山駅 徒歩21分 駅までmap 福岡市七隈線別府駅 徒歩15分 駅までmap ,壁芯18.27㎡ / 約5.53坪,nan,1K,洋6, 南,nan,福岡市立高取小学校　距離851ｍ,福岡市立城南中学校　距離1004ｍ,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 ジェイリース他※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,くらしーど２４：660円 / 月口座振替手数料：330円 / 月水道代：2850円 / 月町費：150円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,3階部分,1989[H1]年9月,空家,相談　,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 システムキッチン　 洗濯機置場　 フローリング　 バルコニー　 オートロック　 インターネット使い放題　 インターネット対応　 ＣＡＴＶインターネット　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 角部屋　 外観タイル張り　,※別室参考写真現況優先。,代理,nan,"
										TEL：080-3409-8279
",早良
7.5,98271964,2022年12月05日,2022年12月19日,福岡市早良区曙２丁目10-5  mapを見る,讃井ハイム  302,福岡市空港線西新駅 徒歩11分 駅までmap ,壁芯56.32㎡ / 約17.04坪,nan,2LDK,ＬＤＫ12／洋6／洋6, 南,nan,高取　距離648ｍ,高取　距離1900ｍ,空有　1万1000円,nan,　,nan,nan,無,2ヶ月,敷引 1ヶ月,無,nan,無,2000円,無,無,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,町内会費：200円 / 月安心サポート：880円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1980[S55]年11月,居住中,相談　（2022/11/11退去予定）,都市ガス　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 駐輪場　 ２口コンロ　 独立洗面脱衣所　,日当り良好　 閑静住宅街　,"室内、外装リフォーム済み！～初期費用～・鍵交換料: 20,000円(+税)・消毒代: 24,000円(+税)・保険料: 18,000円 2年・保証会社:加入要（ジェイリース）　初回家賃総額80％(更新料無し) or 50％(更新料1万/年)　引落手数料600円/月特約事項・退去時クリーニング代35,000円(+税)・更新事務手数料15,000円(+税)開始日より12ヶ月未満での解約は家賃1ヶ月分を申し受けます。",専任媒介,nan,"
										TEL：092-282-6565
",早良
4.8,99288472,2022年12月06日,2022年12月20日,福岡市早良区小田部１丁目２－１６  mapを見る,サン小田部  103,福岡市空港線室見駅 徒歩18分 小田部１丁目バス停 徒歩4分 駅までmap 福岡市七隈線次郎丸駅 徒歩28分 駅までmap ,40㎡ / 約12.10坪,nan,1LDK,ＬＤＫ12／洋6, 南西,nan,nan,nan,空有　7700円,nan,　,nan,nan,無,無,nan,無,nan,無,3400円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上3階建,1階部分,1985[S60]年1月,空家,相談　,プロパンガス　 電気　 上水道　 エアコン　 追焚機能　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",早良
3.2,97606046,2022年12月06日,2022年12月20日,福岡市早良区祖原１７－８  mapを見る,ローズシャトー  307,福岡市空港線西新駅 徒歩8分 城西３丁目バス停 徒歩4分 駅までmap 福岡市空港線藤崎駅 徒歩11分 駅までmap ,28㎡ / 約8.47坪,nan,1DK,ＤＫ6／和6, 南,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1979[S54]年6月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 ガスコンロ設置可　 洗面台　 洗濯機置場　 バルコニー　 インターネット使い放題　,南向き　,お一人暮らしの方にオススメの広々１ＤＫのお部屋ついに空きが出ましたよ！徒歩圏内にスーパー、コンビニ、銀行があり、商店街にも歩いていける距離です！地下鉄西新駅まで徒歩８分！通勤通学にも便利な立地です★学生さん必見！インターネット無料物件ですよ！大通りから一本入った閑静な住宅街にありますので夜も静かにリラックスできます！,専任媒介,nan,"
",早良
