家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
6.2,97599530,2022年12月06日,2022年12月20日,福岡市南区井尻５丁目１３－８  mapを見る,カーサ・ド・ビー  603,西鉄天神大牟田線井尻駅 徒歩5分 井尻駅前バス停 徒歩2分 駅までmap 鹿児島本線笹原駅 徒歩14分 駅までmap ,39.11㎡ / 約11.83坪,nan,1K,Ｋ2.7／洋14.3, 南,nan,nan,nan,空有　9900円,nan,　,nan,nan,無,2ヶ月 / 12.4万円,nan,無,nan,無,5500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,6階部分,2008[H20]年2月,空家,相談　,都市ガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ガスコンロ設置可　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　 猫可　 南向き　 デザイナーズ　,駐車場の空きについては要確認,専任媒介,nan,"
",南
4.6,99287876,2022年12月05日,2022年12月19日,福岡市南区高宮１丁目5-7  mapを見る,シャロム高宮  501,西鉄天神大牟田線西鉄平尾駅 徒歩4分 駅までmap 西鉄天神大牟田線高宮駅 徒歩13分 駅までmap 高宮二丁目バス停 徒歩4分 ,24.52㎡ / 約7.42坪,nan,1K,nan,nan,nan,nan,nan,空有　9900円,機械,　,"機械式上段　全長4,700全幅1,750全高1,550（重量1,600）",nan,無,無,nan,無,nan,無,3000円,無,有 ジェイリース（集金代行）※契約者や条件によっては、内容が変更になる場合があります。,月額支払賃料50％、80％（プランによる）,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料5500円 ,鍵交換代：2万2000円室内抗菌：9900円駐輪シール：500円,nan,町費：250円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上7階建,5階部分,2005[H17]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 シューズボックス　,ペット不可　 角部屋　 保証人不要　,浴室設置テレビはアナログ放送専用のため、現在は視聴できません。,代理,nan,"
",南
6.6,98729811,2022年12月05日,2022年12月19日,福岡市南区塩原３丁目２２－２２  mapを見る,プレジュール大橋  504,西鉄天神大牟田線大橋駅 徒歩9分 中央病院バス停 徒歩2分 駅までmap 鹿児島本線竹下駅 徒歩12分 駅までmap ,35.1㎡ / 約10.62坪,nan,1DK,洋6／ＤＫ6, 南東,nan,nan,nan,空有　1万3200円,nan,　,nan,nan,無,1ヶ月 / 6.6万円,nan,無,nan,無,3500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,5階部分,2005[H17]年2月,空家,相談　2022年10月1日,都市ガス　 電気　 上水道　 エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 カウンターキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 独立洗面脱衣所　,nan,"敷地内駐車場（10,800円/月）の空き状況はお問い合わせください！１Kじゃ物足りないという方にオススメです☆駐車場の空きについては要確認",専任媒介,nan,"
",南
9.0,97800559,2022年12月06日,2022年12月20日,福岡市南区平和１丁目４－２６  mapを見る,ラ・シャトレ平和  202,西鉄天神大牟田線西鉄平尾駅 徒歩7分 山荘通バス停 徒歩2分 駅までmap 西鉄天神大牟田線高宮駅 徒歩19分 駅までmap ,65.61㎡ / 約19.85坪,nan,3LDK,和6／ＬＤＫ12／洋6／洋5.5, 南西,nan,nan,nan,空有　1万3200円,nan,　,nan,nan,1ヶ月 / 9万円,2ヶ月 / 18万円,nan,無,nan,無,1万円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,2階部分,1991[H3]年9月,居住中,相談　,都市ガス　 電気　 上水道　 下水道　 シャワー　 ＣＡＴＶ　 洗面台　 シャンプードレッサー　 エレベーター　 オートロック　 駐輪場　 インターネット使い放題　,nan,◎閑静な住宅街の人気の間取りの3ＬＤＫです！◎是非一度ご内覧下さい！駐車場の空きについては要確認,専任媒介,nan,"
",南
3.7,99226355,2022年12月05日,2022年12月19日,福岡市南区塩原１丁目1-29-20  mapを見る,第二地録ビル  107,西鉄天神大牟田線大橋駅 徒歩8分 駅までmap ,30.8㎡ / 約9.32坪,nan,1DK,洋,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,無,3000円,有 全保連またはジェイリース※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万8700円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,1階部分,1983[S58]年1月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 室内洗濯機置場　 フローリング　 バルコニー　 全居室フローリング　,ペット不可　 角部屋　 事務所使用可　 高齢者相談　,☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★【仲介業者の皆様へのお願い】物件確認・申込等はITANDI BBからお願い致します。相談事項等のみお電話にて、お問合せ下さい。https://itandibb.com/rent/list/management_company.ids[]=3713☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★,専任媒介,nan,"
",南
2.3,99223861,2022年12月05日,2022年12月19日,福岡市南区横手３丁目11-2  mapを見る,サンバレー井尻  205,西鉄天神大牟田線井尻駅 徒歩17分 駅までmap 西鉄天神大牟田線大橋駅 徒歩21分 駅までmap 横手四丁目バス停 徒歩3分 ,壁芯20㎡ / 約6.05坪,nan,ワンルーム,洋8／ロフト3,nan,nan,福岡市立横手小学校　距離294ｍ,福岡市立横手中学校　距離288ｍ,無,nan,　,nan,nan,無,無,敷引 1ヶ月,無,nan,無,3000円,無,有 全保連、ニッポンインシュア※契約者や条件によっては、内容が変更になる場合があります。,nan,有、安心サポートに含む（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,保証会社費用：1万4215円鍵交換費用：1万8700円消毒費用：1万4300円,nan,アーウィンサポート：1700円 / 月町費：400円 / 月,nan,1年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1993[H5]年7月,空家,相談　（改装中）,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 ロフト　 フローリング　 照明器具付き　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット対応　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　 フリーレント　 事務所使用可　 最上階　 保証人不要　,初期費用、ドリームプランについてはお問い合わせください。,代理,舟木,"
										TEL：092-557-2202
",南
6.7,99252782,2022年12月06日,2022年12月20日,福岡市南区大橋２丁目19-10  mapを見る,アルファレガロ大橋  1204,西鉄天神大牟田線大橋駅 徒歩6分 駅までmap 西鉄天神大牟田線高宮駅 徒歩24分 駅までmap 西鉄天神大牟田線井尻駅 徒歩20分 駅までmap 西鉄大橋駅（西鉄バス）徒歩6分,25.07㎡ / 約7.58坪,nan,1K,洋7, 東,nan,nan,nan,空有　1万5000円,nan,　,nan,nan,1ヶ月,1ヶ月,nan,無,nan,5000円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,抗菌処理費：1万4000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上12階建,12階部分,2022[R4]年7月（新築）,空家,相談　,都市ガス　 エアコン　 追焚機能　 バス・トイレ別　 ＢＳ端子　 ＣＳ　 ＩＨクッキングヒーター　 洗面所　 洗面台　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 24時間換気システム　,日当り良好　 最上階　,nan,貸主,nan,"
",南
3.2,98992277,2022年12月05日,2022年12月19日,福岡市南区玉川町18-39  mapを見る,ダイナコートエスタディオ高宮  1002,西鉄天神大牟田線高宮駅 徒歩6分 駅までmap ,16.97㎡ / 約5.13坪,nan,1K,nan, 4.26㎡,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,有 確認ください（全保連：月額合計100％ジェイリース：月額合計80％日本セーフティ：月額合計80％～100％）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円,nan,共益費：3000円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,10階部分,1995[H7]年1月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 収納スペース　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　,日当り良好　 分譲タイプ　 眺望良好　,退去時クリーニング：32000円,代理,nan,"
",南
5.5,99285868,2022年12月06日,2022年12月20日,福岡市南区那の川２丁目４－３２  mapを見る,ＨＦ平尾レジデンス  807,西鉄天神大牟田線西鉄平尾駅 徒歩6分 駅までmap 福岡市七隈線薬院駅 徒歩14分 駅までmap ,28.4㎡ / 約8.59坪,nan,ワンルーム,洋9.5, 北西,nan,nan,nan,空有　8800円,nan,　,nan,8000円,1ヶ月 / 5.5万円,1ヶ月 / 5.5万円,nan,無,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上15階建,8階部分,2003[H15]年3月,空家,相談　2022年10月25日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 室内洗濯機置場　 ロフト　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",南
4.8,97242753,2022年12月05日,2022年12月19日,福岡市南区野多目１丁目11-9  mapを見る,ロードチコマンション  2-Ｃ,野多目小学校前バス停 徒歩1分 西鉄天神大牟田線大橋駅 徒歩25分 駅までmap 九州がんセンターバス停 徒歩5分 ,壁芯38.88㎡ / 約11.76坪,nan,1LDK,和4.5／ＬＤＫ12.5,nan,nan,nan,nan,空有　6000円,自走（平置きも含む）,　,nan,nan,無,2ヶ月,実費,無,nan,無,nan,400円,有 ふれんずサポート保証（もしくは日本セーフティー保証（更新料あり））※契約者や条件によっては、内容が変更になる場合があります。,初回のみ　24200円～　更新料なし,有、17000円、2年、お部屋の保険ワイド（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換：1万7600円,nan,nan,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上3階建,2階部分,1994[H6]年1月,空家,即時　,給湯　 トイレ　 バス・トイレ別　 室内洗濯機置場　 フローリング　 和室有　 押入れ　,ペット相談可　 女性限定　 日当り良好　,ペット猫のみ飼育可（礼金3ヶ月）女性限定高速インター近くの、明るい角部屋です　LDKは12.5帖ペット猫のみ飼育可（礼金3ヶ月）ペット面接・ペット誓約書要　女性限定で和室もあるので、高齢の方も安心して暮らせますね,専任媒介,博多店　瀬戸山,"
										TEL：092-474-7515
",南
2.8,99294234,2022年12月05日,2022年12月19日,福岡市南区大橋２丁目24-25  mapを見る,メゾン・ド・コンフォート  1009,西鉄天神大牟田線大橋駅 徒歩8分 駅までmap 鹿児島本線竹下駅 徒歩24分 駅までmap 西鉄天神大牟田線井尻駅 徒歩18分 駅までmap ,16.2㎡ / 約4.90坪,nan,1K,nan,nan,nan,福岡市立高木小学校　距離993ｍ,福岡市立三宅中学校　距離439ｍ,無,nan,　,nan,nan,無,無,nan,無,nan,無,5000円,無,有 Jリース（Jリース・全保連・ニッポンインシュア・日本セーフティー）※契約者や条件によっては、内容が変更になる場合があります。,80％,有、18000円、2年、エイワン少額短期保険・日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,水道料金：2571円 / 月24時間サポート：660円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,10階部分,1988[S63]年7月,居住中,相談　,都市ガス　 冷房　 暖房　 エアコン　 トイレ　 バス・トイレ同　 シャワー　 収納スペース　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 コインランドリー　 全居室フローリング　 玄関収納　 敷地内ゴミ置き場　,ペット不可　 日当り良好　,nan,代理,中村,"
										TEL：092-551-7722
",南
5.4,98708285,2022年12月06日,2022年12月20日,福岡市南区大楠２丁目８－２７  mapを見る,ルピエ平尾  208,西鉄天神大牟田線西鉄平尾駅 徒歩4分 高宮中学校前バス停 徒歩5分 駅までmap 西鉄天神大牟田線高宮駅 徒歩18分 駅までmap ,24.8㎡ / 約7.50坪,nan,ワンルーム,洋8.5, 東,nan,nan,nan,空有　1万7600円,nan,　,nan,nan,無,無,nan,無,nan,無,3400円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,2階部分,2000[H12]年3月,居住中,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 出窓　 独立洗面脱衣所　 防犯カメラ　,nan,家計にやさしい都市ガスです！24時間スーパーが目の前にあるので、日々のお買い物も便利ですよ。駐車場の空きについては要確認,専任媒介,nan,"
",南
3.4,99304342,2022年12月06日,2022年12月20日,福岡市南区清水２丁目１－４９  mapを見る,スペックス清水  203,鹿児島本線竹下駅 徒歩14分 駅までmap 西鉄天神大牟田線高宮駅 徒歩17分 駅までmap 西鉄天神大牟田線西鉄平尾駅 徒歩23分 駅までmap ,21.94㎡ / 約6.64坪,nan,1K,洋6.9, 南,nan,nan,nan,空有　7700円,nan,　,nan,nan,無,1ヶ月 / 3.4万円,nan,無,nan,無,2500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1991[H3]年3月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　,南向き　,駐車場の空きについては要確認,専任媒介,nan,"
",南
6.7,99252811,2022年12月06日,2022年12月20日,福岡市南区大橋２丁目19-10  mapを見る,アルファレガロ大橋  1202,西鉄天神大牟田線大橋駅 徒歩6分 駅までmap 西鉄天神大牟田線高宮駅 徒歩24分 駅までmap 西鉄天神大牟田線井尻駅 徒歩20分 駅までmap 西鉄大橋駅（西鉄バス）徒歩6分,25.51㎡ / 約7.72坪,nan,1K,洋7, 東,nan,nan,nan,空有　1万5000円,nan,　,nan,nan,1ヶ月,1ヶ月,nan,無,nan,5000円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,抗菌処理費：1万4000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上12階建,12階部分,2022[R4]年7月（新築）,空家,相談　,都市ガス　 エアコン　 追焚機能　 バス・トイレ別　 ＢＳ端子　 ＣＳ　 ＩＨクッキングヒーター　 洗面所　 洗面台　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 24時間換気システム　,日当り良好　 最上階　,nan,貸主,nan,"
",南
7.6,98555955,2022年12月06日,2022年12月20日,福岡市南区野間１丁目９－１３  mapを見る,サウスライト高宮  603,西鉄天神大牟田線高宮駅 徒歩5分 野間四角バス停 徒歩2分 駅までmap 西鉄天神大牟田線大橋駅 徒歩17分 駅までmap ,58.02㎡ / 約17.55坪,nan,2LDK,ＬＤＫ10／洋5.5／和6, 南東,nan,nan,nan,空有　1万3200円,nan,　,nan,nan,無,2ヶ月 / 15.2万円,nan,無,nan,無,2000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上11階建,6階部分,1989[H1]年8月,居住中,相談　,都市ガス　 電気　 上水道　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 駐輪場　 出窓　 独立洗面脱衣所　,nan,高宮駅から徒歩５分！立地もおすすめです。和室もあり、落ち着きますね！駐車場の空きについては要確認,専任媒介,nan,"
",南
7.5,99307657,2022年12月05日,2022年12月19日,福岡市南区野間２丁目12-9  mapを見る,ダイナコート野間ガーデン ,西鉄天神大牟田線高宮駅 徒歩10分 駅までmap 西鉄天神大牟田線大橋駅 徒歩15分 駅までmap ,56.29㎡ / 約17.03坪,nan,1SLDK,洋6／ＬＤＫ18／Ｓ2, 東,nan,若久　距離800ｍ,野間　距離180ｍ,空無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,880円,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,くらしーど24費：880円 / 月,nan,2年,nan,日勤,nan,ＲＣ,nan,nan,地上5階建地下1階建,1階部分（入口：B1階）,1989[H1]年3月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 収納スペース　 ウォークインクローゼット　 システムキッチン　 カウンターキッチン　 ＩＨクッキングヒーター　 洗面所　 シャンプードレッサー　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 出窓　 防犯カメラ　 キッチンに窓　 敷地内ゴミ置き場　,ペット不可　 二人入居可　 日当り良好　 閑静住宅街　 分譲タイプ　 角部屋　 外観タイル張り　 内装リフォーム　 リノベーション　,３ＤＫ⇒１ＬＤＫのフルリノベーション物件西鉄高宮駅まで徒歩１０分、大橋駅まで徒歩１５分、西鉄バス神田町停まで徒歩４分の好立地。１０１号室ですが、地下１階がエントランスと駐車場なので、実質２階部分です。上部収納がないカウンターキッチンなので、視界が広がり１８帖のＬＤＫも広々としています。ウォークインクローゼットも完備していますので、お荷物の多い方、新婚さんにもオススメです。,専任媒介,nan,"
",南
2.3,98194773,2022年12月05日,2022年12月19日,福岡市南区和田１丁目4-50  mapを見る,川島コーポ  203,西鉄天神大牟田線大橋駅 徒歩17分 駅までmap ,23.14㎡ / 約7.00坪,nan,1DK,和6／ＤＫ4.5, 南,nan,nan,nan,空有　4000円,nan,　,nan,nan,無,2ヶ月 / 4.6万円,実費,無,nan,無,2000円,400円,有 日本賃貸保証（ＪＳＤ）※契約者や条件によっては、内容が変更になる場合があります。,初回2万円、毎月400円,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1980[S55]年3月,空家,即時　,プロパンガス　 エアコン　 バス・トイレ別　 ＣＡＴＶ　 ＢＳ端子　 ガスコンロ設置可　 洗面所　 洗面台　 室内洗濯機置場　 駐輪場　,二人入居可　 日当り良好　,"町費400円　敷地内駐車場あり◎近隣環境・ほっともっと・サニー　・ローソン　・都市高速「野多目」・ガスト南大橋店・トヨタレンタリース博多三宅店◎駐車場　　4,000円◎入居時必要諸経費・礼金　　　23,000円・賃料保証　20,320円（全保連）・火災保険　18,000円　（2年間）・鍵交換　　12,600円（任意）・前家賃",代理,nan,"
",南
7.5,99318949,2022年12月06日,2022年12月20日,福岡市南区平和２丁目9-10  mapを見る,メゾン・ド・平和  201,西鉄天神大牟田線西鉄平尾駅 徒歩15分 駅までmap ,53.97㎡ / 約16.33坪,nan,2LDK,LDK10.2・洋8.0・洋6.6, 南西,nan,nan,nan,空無,nan,　,nan,nan,3.75万円,11.25万円,nan,無,nan,無,4000円,無,有 【株式会社JACCS】[初回保証料1万円]【株式会社Casa】[初回保証料]賃料等合計額の50％(最低保証料2万円)。[年間保証料]1万円。※契約者や条件によっては、内容が変更になる場合があります。,nan,有、2年、当社指定（例）※契約者や条件によっては、内容が変更になる場合があります。,0.5ヶ月 ,カギ交換費用：1万7600円,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,2階部分,2007[H19]年3月,居住中,期日指定　2023年1月17日中旬,プロパンガス　 電気　 上水道　 下水道　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 ＢＳ端子　 シャンプードレッサー　 室内洗濯機置場　 バルコニー　 ＴＶモニタ付きインターホン　,二人入居可　,駐車場：平置・舗装・空無しお問合せ番号 971097-201 / 町会費350円（月額） / 保険料1100円（月額） / 保険:1100円/月,貸主,nan,"
",南
6.4,99252808,2022年12月06日,2022年12月20日,福岡市南区大橋２丁目19-10  mapを見る,アルファレガロ大橋  503,西鉄天神大牟田線大橋駅 徒歩6分 駅までmap 西鉄天神大牟田線高宮駅 徒歩24分 駅までmap 西鉄天神大牟田線井尻駅 徒歩20分 駅までmap 西鉄大橋駅（西鉄バス）徒歩6分,25.07㎡ / 約7.58坪,nan,1K,洋7, 東,nan,nan,nan,空有　1万5000円,nan,　,nan,nan,1ヶ月,1ヶ月,nan,無,nan,5000円,nan,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,抗菌処理費：1万4000円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上12階建,5階部分,2022[R4]年7月（新築）,空家,相談　,都市ガス　 エアコン　 追焚機能　 バス・トイレ別　 ＢＳ端子　 ＣＳ　 ＩＨクッキングヒーター　 洗面所　 洗面台　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 24時間換気システム　,日当り良好　,nan,貸主,nan,"
",南
4.3,99217761,2022年12月05日,2022年12月19日,福岡市南区大橋１丁目24-14  mapを見る,ラルジュ大橋  301,西鉄天神大牟田線大橋駅 徒歩2分 駅までmap ,21.24㎡ / 約6.43坪,nan,1K,洋6,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,2000円,300円,有 全保連またはジェイリース※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万8700円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,2階部分,1991[H3]年3月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 冷蔵庫　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 玄関収納　,角部屋　 事務所使用可　,大橋駅徒歩2分 通勤・通学に便利です。☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★【仲介業者の皆様へのお願い】令和4年5月19日より、物件確認・申込等はITANDI BBからお願い致します。相談事項等のみお電話にて、お問合せ下さい。https://itandibb.com/rent/list/management_company.ids[]=3713☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★☆★,専任媒介,nan,"
",南
3.2,99299566,2022年12月06日,2022年12月20日,福岡市南区若久３丁目６－８  mapを見る,フレグランス若久  201,西鉄天神大牟田線高宮駅 徒歩25分 宮の下バス停 徒歩3分 駅までmap 西鉄天神大牟田線大橋駅 徒歩27分 駅までmap ,23.1㎡ / 約6.99坪,nan,ワンルーム,洋7.5, 南,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,2階部分,1990[H2]年9月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＩＨクッキングヒーター　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　,南向き　,バランスがいいお部屋に空きが出ました！和室ですので、リラックスしやすいですね。駐車場の空きについては要確認,専任媒介,nan,"
",南
8.2,99308892,2022年12月05日,2022年12月19日,福岡市南区野間１丁目13-23  mapを見る,ルーエ木原  402,西鉄天神大牟田線高宮駅 徒歩7分 駅までmap 野間四角バス停 徒歩3分 西鉄天神大牟田線大橋駅 徒歩17分 駅までmap ,壁芯65.45㎡ / 約19.80坪,nan,3DK,ＤＫ／洋6／洋6／和6, 南東,nan,nan,nan,空無,nan,　,nan,nan,3ヶ月 / 24.6万円,無,敷引 2.5ヶ月20.5万円 ,無,nan,無,5000円,300円,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、2年※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,4階部分,1989[H1]年4月,居住中,相談　,都市ガス　 給湯　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 システムキッチン　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 和室有　 押入れ　,ペット相談可　 日当り良好　 閑静住宅街　 事務所使用可　,【初期費用】・敷金（賃料３ヵ月分）・家賃等日割り＋翌月分・火災保険２１，０００円（２年間）・入居時鍵交換費用１２，０００円（税別）・保証料委託料・契約時事務手数料１５，０００円（税別）【特約】・短期解約違約金：１年未満家賃１ヶ月分・サービス設置品：温水洗浄便座・照明器具（一部）・口座振替手数料：３００円（毎月／税別）・ペット飼育時の条件変更無し（小型犬もしくは猫のどちらか1匹のみ飼育可）・町費月額３００円は半年毎に支払い（集金）・事務所利用は要相談※管理会社：福岡物産株式会社,一般媒介,nan,"
",南
