家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
11.0,98582856,2022年12月05日,2022年12月19日,福岡市東区千早５丁目４－２５  周辺mapを見る,ルネッサンス２１千早  607,鹿児島本線千早駅 徒歩6分 御幸町バス停 徒歩4分 西日本鉄道貝塚線西鉄千早駅 徒歩6分 ,63.8㎡ / 約19.30坪,nan,3DK,ＤＫ8.3／洋6.5／洋5.3／和5.1, 北東,nan,nan,nan,空無,nan,　,nan,nan,1ヶ月 / 11万円,2ヶ月 / 22万円,nan,無,nan,無,5000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上14階建地下1階建,6階部分,2006[H18]年10月,居住中,相談　,都市ガス　 電気　 上水道　 下水道　 給湯　 追焚機能　 トイレ　 共同トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 システムキッチン　 食器乾燥機　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　 猫可　,駐車場の空きについては要確認,専任媒介,nan,"
",東
4.2,98134308,2022年12月06日,2022年12月20日,福岡市東区筥松２丁目１－１３  mapを見る,ピュア箱崎東伍番館  203,鹿児島本線箱崎駅 徒歩7分 巴町バス停 徒歩4分 駅までmap 福岡市箱崎線箱崎宮前駅 徒歩10分 駅までmap ,20.61㎡ / 約6.23坪,nan,1K,Ｋ3／洋7, 西,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,3500円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,2007[H19]年5月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 システムキッチン　 洗面台　 室内洗濯機置場　 ロフト　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 ２口コンロ　 インターネット使い放題　 防犯カメラ　,ペット相談可　 猫可　,箱崎駅徒歩７分の１Ｋ、ロフト付きです！稀少なペット可物件です！九州大学生・社会人の方におススメです！駐車場の空きについては要確認,専任媒介,nan,"
",東
4.7,99318746,2022年12月05日,2022年12月19日,福岡市東区名島４丁目17-12  mapを見る,イーストハイツ  101,西日本鉄道貝塚線名島駅 徒歩11分 駅までmap 鹿児島本線千早駅 徒歩21分 駅までmap 西鉄名島駅前バス停 徒歩8分 ,48㎡ / 約14.52坪,nan,3DK,和6／洋6／ＤＫ6／和6,nan,nan,福岡市立名島小学校　距離697ｍ,福岡市立松崎中学校　距離1169ｍ,空無,nan,　,nan,nan,無,2ヶ月 / 7.4万円,実費,無,nan,無,無,無,有 ふれんず宅建保証※契約者や条件によっては、内容が変更になる場合があります。,家賃総額の5０％,有、20000円、2年、住宅総合保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上2階建,1階部分,1974[S49]年3月,空家,相談　,プロパンガス　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面台　 フローリング　 バルコニー　 和室有　 押入れ　,ペット相談可　 小型犬可　 猫可　 二人入居可　 日当り良好　 子供可　,"水道代1,500円+1人2,100円水道代　基本料金1,500円+1人につき2,100円犬飼育時　条件変更なし猫飼育時　礼金5ヶ月",一般媒介,nan,"
",東
2.7,99318846,2022年12月06日,2022年12月20日,福岡市東区香椎駅東１丁目7-11  mapを見る,西友コーポＣ棟  202,鹿児島本線香椎駅 徒歩4分 駅までmap ,18.02㎡ / 約5.45坪,nan,1K,洋 6　K 3,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,nan,無,nan,nan,有、18000円、2年、（例）宅建ファミリー共済（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,2階部分,1985[S60]年9月,空家,相談　,プロパンガス　 エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 バルコニー　,閑静住宅街　 高齢者相談　,★２面窓　床フロアタイル★転出時清掃代２２，０００円（税込）有り　,代理,nan,"
",東
6.4,99309588,2022年12月05日,2022年12月19日,福岡市東区馬出６丁目10-1  mapを見る,メゾンクラッセ吉塚  103,篠栗線吉塚駅 徒歩9分 駅までmap 鹿児島本線吉塚駅 徒歩9分 駅までmap 鹿児島本線箱崎駅 徒歩15分 駅までmap ,内法35.9㎡ / 約10.86坪,nan,1LDK,ＬＤＫ10.2／洋4.2,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,初回保証料は月額賃料の60％,有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,鍵交換代：2万2000円,nan,２４時間サポート：660円 / 月町費：500円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,1階部分,2020[R2]年2月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 システムキッチン　 カウンターキッチン　 フローリング　 オートロック　 ＴＶモニタ付きインターホン　 インターネット使い放題　 独立洗面脱衣所　 敷地内ゴミ置き場　,nan,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　49,500円（税込）短期解約違約金　1年未満1ヶ月",一般媒介,松森,"
										TEL：080-8592-6749
",東
4.7,99314872,2022年12月05日,2022年12月19日,福岡市東区和白４丁目11-7  mapを見る,ブライトリー和白  203,西日本鉄道貝塚線和白駅 徒歩7分 駅までmap 香椎線和白駅 徒歩8分 駅までmap 西日本鉄道貝塚線唐の原駅 徒歩8分 駅までmap ,壁芯32.51㎡ / 約9.83坪,nan,1DK,ＤＫ／洋,nan,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,1ヶ月 / 4.7万円,実費,無,nan,無,3000円,無,有 ジェイリース(アプラス)※契約者や条件によっては、内容が変更になる場合があります。,月額賃料合計の初回保証料50％　月次保証料1％　年間委託料1万円,有、17000円、2年、あそしあ少額短期保険(推奨)（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,鍵交換代：1万9800円室内抗菌代：1万3200円,nan,水道代：3000円 / 月町内会費：150円 / 月くらしーど24：880円 / 月請求事務手数料：220円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上6階建,2階部分,2000[H12]年7月,居住中,相談　（12/25退去予定）,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 洗面所　 洗濯機置場　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 全居室フローリング　 敷地内ゴミ置き場　,ペット相談可　 猫可　,"契約期間：2年更新事務手数料：11,000円（税込）短期解約違約金1年未満家賃2ヵ月・2年未満1ヵ月退去精算方法：故意・過失実費精算解約予告：30日前・ペット飼育　可　(礼金+1ヶ月　犬or猫1匹まで)・自転車駐輪　可・バイク駐輪　可・都市ガス※間取、設備、方位などは必ず現地をご確認下さい。現況優先となります。",代理,濱﨑,"
										TEL：092-781-7755
",東
3.0,99290984,2022年12月06日,2022年12月20日,福岡市東区原田１丁目16-51  周辺mapを見る,グリーンピア原田 ,鹿児島本線箱崎駅 徒歩11分 ,22㎡ / 約6.66坪,nan,1K,洋 8　K 4,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,nan,2700円,nan,nan,有※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上4階建,3階部分,1986[S61]年4月,空家,即時　,プロパンガス　 エアコン　 バス・トイレ別　 シャワー　 駐輪場　,閑静住宅街　,nan,専任媒介,nan,"
",東
5.4,99309502,2022年12月05日,2022年12月19日,福岡市東区和白３丁目24-10  mapを見る,アップテッセ  103,香椎線和白駅 徒歩4分 駅までmap 西日本鉄道貝塚線和白駅 徒歩5分 駅までmap 西日本鉄道貝塚線唐の原駅 徒歩17分 駅までmap ,内法35.1㎡ / 約10.62坪,nan,1LDK,ＬＤＫ10.2／洋3.8,nan,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,3000円,無,有 アップフォワード※契約者や条件によっては、内容が変更になる場合があります。,初回保証料60%,有、18000円、2年、日本共済（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,nan,nan,２４時間サポート：660円 / 月町費：200円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上3階建,1階部分,2022[R4]年7月（新築）,空家,即時　,プロパンガス　 エアコン　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 システムキッチン　 浴室乾燥機　 フローリング　 バルコニー　 オートロック　 ＴＶモニタ付きインターホン　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 シャッター(雨戸）　 全居室フローリング　 インターネット対応　 敷地内ゴミ置き場　,角部屋　,"※物件のお問い合わせは下記担当者携帯までご連絡下さい。FAX番号:(092)707-7099入居時消毒代16,500円（税込）退去時クリーニング代　49,500円（税込）短期解約違約金　1年未満1ヶ月",貸主,松森,"
										TEL：080-8592-6749
",東
3.5,97749848,2022年12月06日,2022年12月20日,福岡市東区舞松原１丁目１２－１０  mapを見る,パインフィールドビル  306,鹿児島本線千早駅 徒歩18分 駅までmap 西日本鉄道貝塚線西鉄千早駅 徒歩22分 駅までmap 鹿児島本線香椎駅 徒歩34分 駅までmap ,21.96㎡ / 約6.64坪,nan,1K,洋6／Ｋ2, 北西,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1997[H9]年2月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 室内洗濯機置場　 フローリング　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 インターネット使い放題　,nan,駐車場の空きについては要確認,専任媒介,nan,"
",東
8.1,99314046,2022年12月05日,2022年12月19日,福岡市東区千早５丁目４－２５  周辺mapを見る,ルネッサンス２１千早  401,鹿児島本線千早駅 徒歩6分 御幸町バス停 徒歩4分 西日本鉄道貝塚線西鉄千早駅 徒歩6分 ,43.45㎡ / 約13.14坪,nan,1LDK,ＬＤＫ11.6／洋6, 北西,nan,nan,nan,空無,nan,　,nan,nan,1ヶ月 / 8.1万円,1ヶ月 / 8.1万円,nan,無,nan,無,4000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上14階建地下1階建,4階部分,2006[H18]年10月,居住中,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 共同トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 ＣＳ　 システムキッチン　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,ペット相談可　 猫可　,駐車場の空きについては要確認,専任媒介,nan,"
",東
3.3,99309707,2022年12月06日,2022年12月20日,福岡市東区箱崎４丁目37-21  周辺mapを見る,シティパレス九大前パート８  502,福岡市箱崎線箱崎九大前駅 徒歩12分 福岡市箱崎線箱崎宮前駅 徒歩12分 鹿児島本線箱崎駅 徒歩20分 ,21.75㎡ / 約6.58坪,nan,ワンルーム,洋 9, 南東,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,300円,有 ジェイリース　初回保証料１００％※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,新賃料1ヶ月 ,nan,nan,Ｅサポート：2000円 / 月定額水道料：2500円 / 月町費：300円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,5階部分,1991[H3]年3月,居住中,期日指定　2022年12月下旬,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 オートロック　 駐輪場　,事務所使用可　,nan,代理,nan,"
",東
2.7,99268304,2022年12月05日,2022年12月19日,福岡市東区箱崎４丁目38-23  mapを見る,サンケイロイヤルコート福岡九大前  201,福岡市箱崎線箱崎九大前駅 徒歩17分 駅までmap 福岡市箱崎線箱崎宮前駅 徒歩13分 駅までmap 福岡市箱崎線馬出九大病院前駅 徒歩25分 駅までmap ,壁芯22㎡ / 約6.66坪,nan,1K,nan,nan,nan,福岡市立箱崎小学校　距離1067ｍ,福岡市立福岡中学校　距離1293ｍ,空無,nan,　,nan,nan,無,無,nan,無,nan,5000円,無,無,有 アーク※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料11000円 ,水道代：2500円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,2階部分,1998[H10]年11月,空家,即時　,都市ガス　 エアコン　 トイレ　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 システムキッチン　 フローリング　 バルコニー　 全居室フローリング　,nan,nan,一般媒介,翁長　平日9～19時,"
										TEL：080-6144-2740
",東
6.8,98476277,2022年12月06日,2022年12月20日,福岡市東区箱崎１丁目６－１６  mapを見る,Ａｄｅｎ箱崎駅前  601,鹿児島本線箱崎駅 徒歩1分 箱崎駅西口バス停 徒歩1分 駅までmap 福岡市箱崎線箱崎九大前駅 徒歩12分 駅までmap ,37.05㎡ / 約11.21坪,nan,1LDK,ＬＤＫ9.9／洋3.6, 西,nan,nan,nan,空有　1万2100円,nan,　,nan,1万1000円,無,無,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上15階建,6階部分,2008[H20]年2月,空家,相談　,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＢＳ端子　 ＣＳ　 ＩＨクッキングヒーター　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,なんといっても駅近で立地がいいです。通学・通勤が便利です。JR・地下鉄・バスのトリプルアクセス出来ます。駐車場の空きについては要確認,専任媒介,nan,"
",東
2.8,99054045,2022年12月05日,2022年12月19日,福岡市東区多の津５丁目5-12  mapを見る,フジノビルサンフォーカス  202,篠栗線柚須駅 徒歩19分 駅までmap ,壁芯25㎡ / 約7.56坪,nan,1DK,洋7／ＤＫ6,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,2030円,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、1700円、アーウィンサポートクラブ（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,鍵交換代：1万8700円消毒代：1万4300円,nan,町費：500円 / 月サポートクラブ：1700円 / 月継続保証料：1200円 / 月,nan,1年,nan,巡回,nan,ＲＣ,nan,nan,地上4階建,2階部分,1986[S61]年1月,空家,即時　,冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 フローリング　 バルコニー　 全居室フローリング　,ペット不可　 フリーレント　 保証人不要　,nan,代理,森川,"
										TEL：092-671-0001
",東
6.2,99316624,2022年12月06日,2022年12月20日,福岡市東区水谷１丁目１４－１５  周辺mapを見る,コンフォースＳ  203,鹿児島本線千早駅 徒歩10分 西日本鉄道貝塚線西鉄千早駅 徒歩10分 西日本鉄道貝塚線香椎宮前駅 徒歩15分 ,51.03㎡ / 約15.44坪,nan,3DK,ＤＫ6.3／和6／洋6／洋5.1, 南,nan,nan,nan,空有　6600円,nan,　,nan,nan,無,無,nan,無,nan,無,2000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,鉄骨造,nan,nan,地上2階建,2階部分,1996[H8]年1月,居住中,相談　,プロパンガス　 電気　 上水道　 下水道　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 室内洗濯機置場　 バルコニー　 駐輪場　 独立洗面脱衣所　,南向き　,駐車場の空きについては要確認,専任媒介,nan,"
",東
3.0,99267003,2022年12月05日,2022年12月19日,福岡市東区三苫２丁目1-38  mapを見る,ボンヌ・シャンス鷹  205,西日本鉄道貝塚線三苫駅 徒歩15分 駅までmap ,壁芯23.44㎡ / 約7.09坪,nan,1K,洋8,nan,nan,nan,nan,空有　5500円,nan,【 屋根状況　屋根なし 】　,nan,nan,無,無,実費,無,nan,無,無,無,有 ジェイリース※契約者や条件によっては、内容が変更になる場合があります。,家賃総額80％～,有、17000円、2年、東京海上ウエスト少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万3200円,nan,町内会費：100円 / 月安心サポート：700円 / 月,nan,2年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1998[H10]年1月,居住中,相談　（8/2退去予定）,プロパンガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 洗濯機置場　 室内洗濯機置場　 ロフト　 フローリング　 照明器具付き　 バルコニー　 ＴＶモニタ付きインターホン　 駐輪場　 ＣＡＴＶインターネット　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 閑静住宅街　,閑静な住宅街です,代理,nan,"
",東
1.98,98992254,2022年12月05日,2022年12月19日,福岡市東区唐原４丁目18-13  mapを見る,エクセルハイツ唐原  201,西日本鉄道貝塚線唐の原駅 徒歩7分 駅までmap 鹿児島本線九産大前駅 徒歩13分 駅までmap ,16㎡ / 約4.84坪,nan,1K,nan,無 南,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,無,2500円,無,有 確認ください（全保連：月額合計100％ジェイリース：月額合計80％日本セーフティー：月額合計80％～100）※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,共益費：2500円 / 月町費：100円 / 月シード24：840円 / 月口座振替手数料：400円 / 月,nan,1年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,1990[H2]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 収納スペース　 ガスコンロ設置可　 洗濯機置場　 ロフト　 敷地内ゴミ置き場　,ペット不可　 二人入居可　 日当り良好　 閑静住宅街　 角部屋　 事務所使用可　 最上階　 眺望良好　,nan,代理,nan,"
",東
8.2,99298014,2022年12月05日,2022年12月19日,福岡市東区松崎３丁目３３－３９  mapを見る,スリーエフアパートメント蓮華坂  702,鹿児島本線千早駅 徒歩19分 駅までmap 西日本鉄道貝塚線西鉄千早駅 徒歩18分 駅までmap 西日本鉄道貝塚線貝塚駅 徒歩12分 駅までmap ,72.88㎡ / 約22.05坪,nan,3LDK,洋6／洋6／和6／ＬＤＫ10, 南西,nan,nan,nan,空有,nan,　,nan,nan,無,2ヶ月 / 16.4万円,nan,無,nan,無,6000円,無,nan,nan,有、22000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上8階建,7階部分,1991[H3]年7月,空家,相談　,都市ガス　 電気　 上水道　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 洗面台　 室内洗濯機置場　 フローリング　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 防犯カメラ　,nan,駐車場は近隣に月極駐車場がございます。駐車場の空きについては要確認,専任媒介,nan,"
",東
3.9,99318794,2022年12月05日,2022年12月19日,福岡市東区馬出２丁目2-8  mapを見る,サンフォード  101,篠栗線吉塚駅 徒歩8分 駅までmap 福岡市箱崎線箱崎九大前駅 徒歩1分 駅までmap 福岡市箱崎線千代県庁口駅 徒歩12分 駅までmap ,壁芯22.05㎡ / 約6.67坪,nan,1K,洋6.5,nan,nan,nan,nan,空有　1万3200円,機械,【 屋根状況　屋根あり 】　,空き要確認　車両制限あり,nan,無,無,実費,無,nan,無,4500円,無,有 オリコフォレントインシュア※契約者や条件によっては、内容が変更になる場合があります。,"賃料合計の50% （最低25,000円） 以降、1年毎に年間保証料10,000円",有、17000円、2年、火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,消毒代：1万3200円鍵交換代：1万5950円,nan,町費：300円 / 月NS安心サポート：770円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,1階部分,1999[H11]年11月,居住中,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 インターネット使い放題　 防犯カメラ　 火災報知機　 敷地内ゴミ置き場　,ペット不可　 角部屋　 外観タイル張り　 高齢者相談　,【注意事項】・1年未満での解約の場合、違約金として家賃2ヶ月分ご負担頂きます。・１年以上2年未満で退去の場合、違約金として家賃の１ヶ月分をご負担頂きます。・退去時にクリーニング代として25000円（税別）をご負担頂きます。,専任媒介,nan,"
",東
3.3,99316349,2022年12月05日,2022年12月19日,福岡市東区唐原４丁目5番6号  mapを見る,プルメリア唐原  203,鹿児島本線九産大前駅 徒歩10分 駅までmap 大名バス停 徒歩2分 ,壁芯25.74㎡ / 約7.79坪,nan,1K,洋8, 北東,nan,nan,nan,空有　8000円,nan,　,nan,nan,無,無,実費,無,nan,無,無,無,有 日本賃貸保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有、17000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,退去時清掃代：3万6300円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,2階部分,1990[H2]年3月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 バルコニー　 オートロック　 駐輪場　 インターネット使い放題　 光ファイバー　 ＣＡＴＶインターネット　,ペット不可　 外観タイル張り　,オートロック付！！学生さんにおすすめ！！ＪＲ「九産大前」駅　徒歩10分♪,専任媒介,nan,"
										TEL：092-411-5001
",東
4.6,99316245,2022年12月05日,2022年12月19日,福岡市東区箱崎１丁目32-12  mapを見る,プリメール箱崎Ⅱ  603,福岡市箱崎線箱崎九大前駅 徒歩9分 駅までmap 福岡市箱崎線箱崎宮前駅 徒歩7分 駅までmap 鹿児島本線箱崎駅 徒歩7分 駅までmap ,壁芯24.7㎡ / 約7.47坪,nan,1K,洋8.5, 北,nan,福岡市立箱崎小学校　距離407ｍ,福岡市立箱崎中学校　距離2261ｍ,空無,自走（平置きも含む）,　,駐車場の空きはその都度ご確認ください。,nan,無,無,実費,無,nan,無,3000円,無,有 ＣＩＺ※契約者や条件によっては、内容が変更になる場合があります。,月額賃料総額の６７．５％,有、火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,nan,nan,nan,くらしーど２４：550円 / 月月額保険料：800円 / 月町費：200円 / 月,定期借家,2年,nan,巡回,nan,ＲＣ,nan,nan,地上7階建,6階部分,2000[H12]年4月,居住中,相談　,都市ガス　 冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 洗面台　 洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 インターネット使い放題　 全居室フローリング　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 角部屋　 外観タイル張り　 眺望良好　,"退去時ハウスクリーニング代30,000円～その他費用～ ◆毎月町費　200円 ◆毎月くらしーど24　550円 ◆毎月保険料　800円 ◆毎月水道料　実費 ◆鍵交換代　14300円 ◆消毒料　12100円 ◆消火剤　6000円 ◆毎月口座引落し手数料　110円 （福岡銀行、西日本シティ銀行、ゆうちょ銀行いづれか） ◆保証料：月額総支払額の67.5％ ※保証人は必須です（法人契約応相談） ※写真、間取図面は現地と異なる場合があります。現地優先となります ※駐車場に関してはその都度要空き確認となります）",一般媒介,nan,"
",東
3.7,99225309,2022年12月05日,2022年12月19日,福岡市東区唐原１丁目24-26  mapを見る,リブレア唐原Ⅱ  201,西日本鉄道貝塚線唐の原駅 徒歩6分 駅までmap 西日本鉄道貝塚線香椎花園前駅 徒歩8分 駅までmap ,22.53㎡ / 約6.82坪,nan,1K,洋7.5／ロフト3,nan,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3500円,無,有 お問い合わせください※契約者や条件によっては、内容が変更になる場合があります。,nan,有、ライフセキュリティ24（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料19400円 ,nan,nan,nan,nan,1年,nan,巡回,nan,木造,nan,nan,地上2階建,2階部分,2003[H15]年6月,空家,即時　,冷房　 暖房　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 洗面所　 洗面台　 洗濯機置場　 室内洗濯機置場　 ロフト　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 ２口コンロ　 独立洗面脱衣所　 浴室に窓　 ＣＡＴＶインターネット　 シューズボックス　,ペット不可　 閑静住宅街　 角部屋　 最上階　 保証人不要　,初期費用パックプラン有★初期費用パックプラン有★初期費用カード決済可★敷金・礼金ゼロ★敷金有プランで共益費ダウン★連帯保証人不要（保証会社加入要）★角部屋・二面採光★寝室や収納として使える便利なロフト付き！その他、特約はお問い合せください。,代理,nan,"
",東
