家賃,物件番号,情報更新日,次回更新予定日,所在地,建物名,沿線・駅・交通,専有面積,専用庭面積,間取り,間取り内訳,バルコニー,サービスルーム数,小学校区,中学校区,駐車場,駐車場：形式,駐車場：状況,駐車場備考,駐車場敷金,敷金,礼金,精算方式,保証金,保証金償却,管理費,共益費,雑費,家賃保証会社,家賃保証・保証費用等,保険,更新料,その他一時金,施設費用,その他費用,賃貸借区分,契約期間,特優賃区分,管理員の勤務形態,敷地延長,建物構造,建物工法,最適用途,階建,階,築年月,現況,入居可能時期,設備,特記事項,備考,取引態様,担当者,担当者連絡先,市区
4.8,99315880,2022年12月05日,2022年12月19日,福岡市博多区東那珂１丁目9-29  mapを見る,ドリーム・アイ  705,鹿児島本線竹下駅 徒歩19分 駅までmap ,38.88㎡ / 約11.76坪,nan,2DK,洋6／和6,nan,nan,福岡市立那珂小学校　距離879ｍ,nan,空有　7700円　駐車場２台分,自走（平置きも含む）,【 屋根状況　屋根なし 】　,nan,nan,1ヶ月 / 4.8万円,無,敷引 1ヶ月,無,nan,無,4000円,無,有 CIZ※契約者や条件によっては、内容が変更になる場合があります。,月額賃料の67.5％,有※契約者や条件によっては、内容が変更になる場合があります。,無,水道保証料：1万円,nan,月掛け保険：800円 / 月くらしーど24：550円 / 月町費：450円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,7階部分,1987[S62]年1月,居住中,相談　,プロパンガス　 エアコン　 給湯　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗面台　 洗濯機置場　 バルコニー　 エレベーター　 駐輪場　 ２口コンロ　 和室有　 インターネット対応　 天袋　 押入れ　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　 最上階　 眺望良好　,日当たり良好・お手ごろ価格な２ＤＫマンション！スーパー徒歩圏内で買い物便利です！～その他費用～ ◆毎月町費　450円 ◆毎月くらしーど24　550円 ◆毎月保険料　800円 ◆毎月水道料　実費 ◆鍵交換代　14300円 ◆消毒料　15400円 ◆消火剤　6000円 ◆水道保証料　10000円 ◆毎月口座引落し手数料　110円 （福岡銀行、西日本シティ銀行、ゆうちょ銀行いづれか） ◆保証料：月額総支払額の67.5％ ※保証人は必須です（法人契約応相談） ※写真、間取図面は現地と異なる場合があります。現地優先となります ※駐車場に関してはその都度要空き確認となります）,一般媒介,nan,"
",博多
7.2,97615009,2022年12月06日,2022年12月20日,福岡市博多区祇園町４－７４  mapを見る,アムソピーラ祇園  701,福岡市空港線祇園駅 徒歩3分 祇園町バス停 徒歩2分 駅までmap 鹿児島本線博多駅 徒歩9分 駅までmap ,31.81㎡ / 約9.62坪,nan,1DK,ＤＫ6.4／洋6.4, 北東,nan,nan,nan,空有　2万2000円,nan,　,nan,2万円,無,1ヶ月 / 7.2万円,nan,無,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上11階建,7階部分,2007[H19]年2月,空家,相談　2022年9月6日,プロパンガス　 電気　 上水道　 エアコン　 給湯　 トイレ　 バス・トイレ別　 温水洗浄便座　 ＢＳ端子　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,nan,地下鉄空港線祇園駅徒歩３分の物件です。駐車場の空きについては要確認,専任媒介,nan,"
",博多
4.3,99298147,2022年12月05日,2022年12月19日,福岡市博多区博多駅南３丁目12番28号  mapを見る,第７西田ビル  701,福岡市空港線東比恵駅 徒歩18分 駅までmap 鹿児島本線博多駅 徒歩18分 駅までmap ,壁芯27.2㎡ / 約8.23坪,nan,1K,洋6／Ｋ4, 南西,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月,実費,無,nan,無,nan,無,有 ふれんず宅建保証※契約者や条件によっては、内容が変更になる場合があります。,初回に賃料等月額総額の50％,有、15000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,入居時鍵交換：1万6500円退去時清掃代：3万3000円,nan,水道代：2750円 / 月町費：250円 / 月安心サポート：800円 / 月,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,7階部分,1988[S63]年2月,空家,相談　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ＢＳ端子　 収納スペース　 ＩＨクッキングヒーター　 室内洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 オートロック　 駐輪場　 全居室フローリング　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 角部屋　 外観タイル張り　 最上階　,室内洗濯機置場、IHコンロ短期解約違約金有：1年未満2ヵ月分、2年未満1ヵ月分清掃代は退去時請求となり、初期費用ではありません,代理,nan,"
",博多
7.7,99309273,2022年12月05日,2022年12月11日,福岡市博多区寿町３丁目3-16  mapを見る,シャンボール南福岡  905,鹿児島本線南福岡駅 徒歩7分 駅までmap 西鉄天神大牟田線雑餉隈駅 徒歩9分 駅までmap 鹿児島本線春日駅 徒歩23分 駅までmap ,壁芯89.74㎡ / 約27.15坪,nan,4LDK,ＬＤＫ11／洋6／洋4.5／和8／和6, 南 東 20.31㎡,nan,福岡市立那珂南小学校　距離699ｍ,福岡市立三筑中学校　距離976ｍ,空無,nan,　,nan,nan,1ヶ月,2ヶ月,実費,無,nan,無,5000円,無,有 フォーシーズ（賃料合計の50％（要確認））※契約者や条件によっては、内容が変更になる場合があります。,nan,有、9010円、1年、リビングFIT（要確認）（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,町費：400円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上11階建,9階部分,1981[S56]年3月,空家,相談　,都市ガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ガスコンロ設置可　 洗面所　 洗面台　 洗濯機置場　 バルコニー　 ２面バルコニー　 エレベーター　,日当り良好　 分譲タイプ　 角部屋　 内装リフォーム　 眺望良好　,町費400円/月　入居者直接引落火災保険・家賃保証契約必須　初期費用要確認　※間取り：洋室の畳数については和室から推測したおおよその畳数となります。　町内会費は西部ガスリビングから直接引落（引落手数料要確認）,専任媒介,池田・山﨑,"
										TEL：092-710-6333
										メールアドレス：info@seiburealestate.com
",博多
4.3,98949479,2022年12月06日,2022年12月20日,福岡市博多区麦野２丁目13-1  mapを見る,山文ビル  403,鹿児島本線笹原駅 徒歩16分 駅までmap 西鉄天神大牟田線雑餉隈駅 徒歩17分 駅までmap ,45.9㎡ / 約13.88坪,nan,2DK,nan,nan,nan,nan,nan,空有　5000円,nan,　,nan,nan,無,2ヶ月,nan,無,nan,無,無,無,有 フォーシーズ・全保連等※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,5500円 ,nan,nan,シード２４：880円 / 月月額保険：740円 / 月,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上5階建,4階部分,1978[S53]年6月,空家,相談　,トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 収納スペース　 ガスコンロ設置可　 洗面台　 洗濯機置場　 バルコニー　 駐輪場　,閑静住宅街　,nan,代理,nan,"
",博多
4.8,99151767,2022年12月06日,2022年12月20日,福岡市博多区千代４丁目6-7  mapを見る,R’sレジデンス千代  603,福岡市箱崎線千代県庁口駅 徒歩2分 駅までmap ,24.12㎡ / 約7.30坪,nan,1K,nan, 南東,nan,nan,nan,空無,nan,　,nan,nan,無,無,nan,無,nan,3000円,nan,無,nan,nan,有、11000円、1年、東京海上ウエスト（例）※契約者や条件によっては、内容が変更になる場合があります。,無,カギ交換費用：1万7600円消毒代（任意）：1万1000円退去時清掃代：5万600円更新事務手数料：1万1000円,nan,町内会費：200円 / 月,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上9階建,6階部分,2002[H14]年1月,空家,即時　,都市ガス　 エアコン　 トイレ　 バス・トイレ別　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 駐輪場　 インターネット使い放題　 インターネット対応　 光ファイバー　 敷地内ゴミ置き場　,角部屋　,nan,代理,nan,"
",博多
3.6,99297022,2022年12月05日,2022年12月19日,福岡市博多区博多駅前１丁目11-15  mapを見る,ノアーズアーク博多駅前  602,鹿児島本線博多駅 徒歩3分 駅までmap 福岡市空港線祇園駅 徒歩3分 駅までmap 福岡市空港線博多駅 徒歩3分 駅までmap ,壁芯18.4㎡ / 約5.57坪,nan,1K,洋, 北東,nan,福岡市立堅粕小学校　距離640ｍ,福岡市立東光中学校　距離1105ｍ,無　3万3000円,機械,【 屋根状況　屋根あり 】　,礼金1ヶ月。サイズ制限有。空室状況確認要。,nan,無,無,実費,無,nan,無,7000円,無,有 Casa・GTN・オリコフォレントインシュア等（詳細はご確認ください。）※契約者や条件によっては、内容が変更になる場合があります。,詳細はご確認ください。,有、16000円、2年、AIG保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万9800円事務手数料：5500円退去時ハウスCL：2万2000円退去時エアコンCL：1万1000円,nan,水道代：2200円 / 月,nan,2年,nan,巡回,nan,ＳＲＣ,nan,nan,地上9階建,6階部分,1990[H2]年9月,居住中,相談　（1/13退去予定）,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 収納スペース　 ＩＨクッキングヒーター　 フローリング　 ディンプルキー　 バルコニー　 エレベーター　 オートロック　 コインランドリー　 インターネット使い放題　 防犯カメラ　 火災報知機　 シューズボックス　 間接照明　 敷地内ゴミ置き場　,ペット不可　 外観タイル張り　 内装リフォーム　 外装リフォーム　 保証人不要　,"更新事務手数料（2年毎）11,000円交通と商業施設がＪＲ博多シティ近隣。防犯カメラ・オートロック・ディンプルキーの安心セキュリティ。物件向かいの出来町公園の改修工事が完成し、憩いの場所になっています。",専任媒介,小島　淳子,"
										TEL：092-282-1512
",博多
5.5,99309640,2022年12月06日,2022年12月20日,福岡市博多区神屋町2-4  周辺mapを見る,フラワービル  402,福岡市箱崎線呉服町駅 徒歩8分 福岡市空港線中洲川端駅 徒歩12分 ,37.67㎡ / 約11.40坪,nan,2DK,和 6･4.5　DK 5,nan,nan,nan,nan,無,nan,　,nan,nan,3ヶ月,無,敷引 2ヶ月,無,nan,無,無,無,有 全保連株式会社　・保証料：月額総賃料の１００％※契約者や条件によっては、内容が変更になる場合があります。,nan,有、15000円、2年、借家人賠償付火災（例）※契約者や条件によっては、内容が変更になる場合があります。,11000円 ,消毒代：1万1000円年間町費：3600円,nan,２４時間安心サポート：880円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上7階建,4階部分,1984[S59]年10月,空家,即時　,都市ガス　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 洗面所　 洗面台　 室内洗濯機置場　 バルコニー　 エレベーター　,ペット相談可　 角部屋　 外観タイル張り　,・小型犬、猫の飼育（それぞれ２匹まで）が可能です！・２匹以上飼育の場合は、去勢避妊が必要です。・ペット飼育の場合、敷金と敷引きが１ヶ月アップします。・１フロアーには２戸のみ。・近隣に銀行、病院、スーパーがあります。,専任媒介,nan,"
",博多
6.6,99318604,2022年12月05日,2022年12月19日,福岡市博多区千代１丁目19-23  mapを見る,アヴァンティ千代  401,福岡市箱崎線千代県庁口駅 徒歩3分 駅までmap 福岡市箱崎線呉服町駅 徒歩11分 駅までmap ,壁芯30.87㎡ / 約9.34坪,nan,1LDK,nan, 南,nan,福岡市立千代小学校　距離462ｍ,福岡市立千代中学校　距離593ｍ,空有　1万4300円,機械,【 屋根状況　屋根あり 】　,nan,nan,無,無,実費,無,nan,無,4000円,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,家賃等　50％　100％,有、18000円、2年、フレックス少額短期保険（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料20000円 ,契約事務手数料：1万1000円鍵交換：1万6500円,nan,町会費：300円 / 月ライフラインサポート：880円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上10階建,4階部分,2016[H28]年5月,空家,即時　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＢＳ端子　 収納スペース　 ウォークインクローゼット　 システムキッチン　 洗面所　 洗面台　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 駐輪場　 24時間セキュリティ　 防犯カメラ　 火災報知機　 全居室フローリング　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 閑静住宅街　 角部屋　 外観タイル張り　 眺望良好　,"【初期費用】1,鍵交換費　16,500円（税込）2,保証料（全保連）　50%、100%3,火災保険（2年）18,000円4,ライフラインサポート24H　880円/月（税込）5,契約事務手数料　11,000円（税込）【退去時】1,清掃費　72,600円（家賃の1ヶ月分+消費税）【特記事項】1,解約違約金　1年未満の解約　　　　 短期解約違約金　家賃の2ヶ月分　1年以上2年未満の解約　短期解約違約金　家賃の1ヶ月分",代理,nan,"
",博多
7.7,99318809,2022年12月05日,2022年12月19日,福岡市博多区博多駅東３丁目3-16  mapを見る,川清ビル  705,福岡市空港線東比恵駅 徒歩9分 駅までmap 東海道・山陽新幹線博多駅 徒歩9分 駅までmap 博多南線博多駅 徒歩9分 駅までmap ,壁芯55.91㎡ / 約16.91坪,nan,1LDK,ＬＤＫ15.7／洋8.9,nan,nan,福岡市立東住吉小学校　距離618ｍ,福岡市立東住吉中学校　距離478ｍ,無,nan,　,nan,nan,無,2ヶ月 / 15.4万円,実費,無,nan,無,3000円,無,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,100% or 50%,有、13990円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,町費：200円,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上7階建,7階部分,1979[S54]年1月,空家,即時　,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 ＣＡＴＶ　 収納スペース　 ウォークインクローゼット　 システムキッチン　 カウンターキッチン　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 ＴＶモニタ付きインターホン　 24時間換気システム　 独立洗面脱衣所　 防犯カメラ　 全居室フローリング　 全居室収納　 玄関収納　 シューズボックス　 ３口コンロ以上　,nan,"初期費用・鍵交換料: 20,000円(+税)・保険料: 13,990円 2年・保証会社: 加入要（全保連）　100％(更新料無し）or50％(1年毎に10,000円)特約事項・開始日より1年未満での解約は家賃2ヶ月分、1年以上2年未満での解約は家賃1か月分を短期解約違約金として申し受けます。",一般媒介,安倍,"
",博多
4.5,98076058,2022年12月05日,2022年12月19日,福岡市博多区堅粕３丁目6-18  mapを見る,リブレア博多駅A棟  103,鹿児島本線博多駅 徒歩11分 駅までmap ,壁芯25.08㎡ / 約7.59坪,nan,1K,洋8,nan,nan,nan,nan,空無,nan,　,nan,nan,無,無,実費,無,nan,3000円,nan,無,有 アシスト保証※契約者や条件によっては、内容が変更になる場合があります。,nan,有※契約者や条件によっては、内容が変更になる場合があります。,旧賃料22000円 ,退去時清掃代：5万5000円,nan,安心サポート：1500円 / 月町費：350円 / 月,nan,2年,nan,nan,nan,木造,nan,nan,地上2階建,1階部分,2006[H18]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ガスコンロ設置可　 洗面所　 洗面台　 シャンプードレッサー　 洗濯機置場　 室内洗濯機置場　 フローリング　 ＴＶモニタ付きインターホン　 駐輪場　 独立洗面脱衣所　,角部屋　,"当社の空室資料はこちらからダウンロードできます。 ＩＤ、ＰＡＳＳは直接ご連絡下さい！！ 【ゼロ不動産管理ホームページ】http://www.zerokanri.co.jp/trader/index.html【初期費用】 鍵交換代：19,800円（税込） 消毒代(必須税込)：13,750円（単身） 保証会社：保証人有40％　無50％ 事務手数料：13,200円（税込） 安心サポート：初回入会金5000円(簡易消火器付)月額1500円 ※安心サポートには24時間緊急サポートと家財保険が含まれます。",専任媒介,nan,"
",博多
4.5,99271878,2022年12月05日,2022年12月19日,福岡市博多区西春町１丁目3番地6号  mapを見る,メゾンド西春  201,西鉄天神大牟田線雑餉隈駅 徒歩10分 駅までmap 西鉄天神大牟田線春日原駅 徒歩15分 駅までmap 鹿児島本線春日駅 徒歩18分 駅までmap ,39.75㎡ / 約12.02坪,nan,2DK,ＤＫ4.5／洋6／和6, 南西,nan,福岡市立那珂南小学校　距離450ｍ,nan,無,nan,　,nan,nan,無,無,実費,無,nan,2000円,無,無,有 えるく（原則保証人不要）※契約者や条件によっては、内容が変更になる場合があります。,"初回総賃料の100％及び継続保証委託料10,000円／年",有、火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵代：1万8700円消毒代：1万6500円,nan,町費：350円 / 月Nサポート：990円 / 月,nan,2年,nan,nan,nan,軽量鉄骨,nan,nan,地上2階建,2階部分,1987[S62]年4月,空家,即時　,都市ガス　 給湯　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 ガスコンロ設置可　 洗面所　 洗面台　 室内洗濯機置場　 バルコニー　 独立洗面脱衣所　 和室有　 シューズボックス　 押入れ　 キッチンに窓　,ペット不可　 二人入居可　 角部屋　 フリーレント（1ヶ月）　 最上階　 子供可　,短期解約違約金１年未満賃料２ヶ月、２年未満賃料１ヶ月更新事務手数料１１，０００円(税込)／２年毎,専任媒介,nan,"
",博多
4.5,99275128,2022年12月06日,2022年12月20日,福岡市博多区神屋町９－４  mapを見る,マリンコーポラス  303,福岡市箱崎線呉服町駅 徒歩9分 駅までmap 西鉄天神大牟田線西鉄福岡（天神）駅 徒歩20分 駅までmap 福岡市箱崎線中洲川端駅 徒歩11分 駅までmap ,25.92㎡ / 約7.84坪,nan,1DK,ＤＫ4.5／洋6, 南,nan,nan,nan,無,nan,　,nan,nan,無,無,nan,無,nan,無,3000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上4階建,3階部分,1985[S60]年11月,空家,相談　2022年10月28日,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 洗面台　 室内洗濯機置場　 駐輪場　 インターネット使い放題　,リノベーション　 南向き　, 地下鉄箱崎線呉服町駅まで徒歩7分の好立地★スーパー・コンビニも近くにありますので、生活環境がすごく良いです,専任媒介,nan,"
",博多
3.2,99318662,2022年12月05日,2022年12月19日,福岡市博多区美野島３丁目6-11  mapを見る,緒方マンション美野島  302,美野島3丁目バス停 徒歩1分 ,壁芯21.34㎡ / 約6.46坪,nan,ワンルーム,洋9, 3.22㎡,nan,nan,nan,無,nan,　,nan,nan,無,無,実費,無,nan,無,1000円,2800円,有 全保連（ふれんずサポート　５０％）※契約者や条件によっては、内容が変更になる場合があります。,100％,有、15000円、2年、賃貸総合（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上3階建,3階部分,1987[S62]年3月,空家,即時　,プロパンガス　 エアコン　 給湯　 バス・トイレ同　 シャワー　 収納スペース　 ウォークインクローゼット　 ガスコンロ設置可　 洗濯機置場　 バルコニー　,角部屋　,nan,専任媒介,nan,"
",博多
6.2,98776894,2022年12月06日,2022年12月20日,福岡市博多区中洲５丁目４－１０  周辺mapを見る,Ｇｒａｎｄ　Ｅ’ｔｅｒｎａ福岡天神橋  1906,福岡市箱崎線中洲川端駅 徒歩3分 福岡市空港線天神駅 徒歩5分 西鉄天神大牟田線西鉄福岡（天神）駅 徒歩5分 ,26.43㎡ / 約8.00坪,nan,1DK,ＤＫ5／洋5.9, 南西,nan,nan,nan,空有　2万7500円,nan,　,nan,2万5000円,無,1ヶ月 / 6.2万円,nan,無,nan,無,4000円,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上16階建,9階部分,2007[H19]年3月,空家,相談　2022年10月21日,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 共同トイレ　 バス・トイレ別　 シャワー　 温水洗浄便座　 サウナ　 システムキッチン　 浄水器　 ＩＨクッキングヒーター　 シャンプードレッサー　 室内洗濯機置場　 浴室乾燥機　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 ２口コンロ　 独立洗面脱衣所　 防犯カメラ　,nan,地下鉄空港線中洲川端駅より徒歩３分の物件です。駐車場の空きについては要確認,専任媒介,nan,"
",博多
4.2,99284854,2022年12月06日,2022年12月20日,福岡市博多区博多駅前４丁目１３－２７  mapを見る,グランドハイツ博多  202,福岡市空港線博多駅 徒歩4分 駅前４丁目バス停 徒歩3分 駅までmap 鹿児島本線博多駅 徒歩4分 駅までmap ,24.64㎡ / 約7.45坪,nan,ワンルーム,洋8, 南西,nan,nan,nan,無,nan,　,nan,nan,無,1ヶ月 / 4.2万円,nan,無,nan,無,無,無,nan,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＳＲＣ,nan,nan,地上11階建,2階部分,1979[S54]年11月,空家,相談　,都市ガス　 電気　 上水道　 下水道　 エアコン　 給湯　 トイレ　 バス・トイレ同　 シャワー　 ＣＡＴＶ　 ガスコンロ設置可　 洗面台　 洗濯機置場　 バルコニー　 エレベーター　 出窓　,分譲タイプ　,地下鉄空港線博多駅より徒歩4分の物件です。,専任媒介,nan,"
",博多
7.6,99315491,2022年12月05日,2022年12月19日,福岡市博多区博多駅南２丁目4-10  mapを見る,プレスタイル博多SOUTH  501,福岡市空港線博多駅 徒歩10分 駅までmap 福岡市空港線祇園駅 徒歩20分 駅までmap 福岡市空港線東比恵駅 徒歩11分 駅までmap ,壁芯37.02㎡ / 約11.20坪,nan,1LDK,nan,nan,nan,福岡市立東住吉小学校　距離376ｍ,福岡市立東住吉中学校　距離315ｍ,空有,nan,　,管理組合確認,nan,無,1ヶ月,実費,無,nan,5000円,無,無,有 全保連株式会社　日本エステート保証※契約者や条件によっては、内容が変更になる場合があります。,50％～,有、15000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,旧賃料,くらしーど：880円,nan,nan,nan,1年,nan,nan,nan,ＲＣ,nan,nan,地上10階建,5階部分,2011[H23]年2月,居住中,相談　,冷房　 エアコン　 給湯　 バス・トイレ別　 収納スペース　 システムキッチン　 洗面所　 洗面台　 シャンプードレッサー　 室内洗濯機置場　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 ２口コンロ　 独立洗面脱衣所　 全居室フローリング　 シューズボックス　,ペット相談可　 日当り良好　 角部屋　,事務所不在時は担当携帯までお問合せください。,代理,山中,"
										TEL：090-2554-7766
",博多
6.3,99315945,2022年12月06日,2022年12月20日,福岡市博多区綱場町6-2  周辺mapを見る,パークレジデンシャル博多  1303号,福岡市空港線中洲川端駅 徒歩6分 福岡市箱崎線呉服町駅 徒歩3分 福岡市空港線祇園駅 徒歩11分 福岡市空港線　呉服町　徒歩３分,26.37㎡ / 約7.98坪,nan,ワンルーム,洋 8.4, 南東,nan,nan,nan,nan,nan,　,nan,nan,無,2ヶ月,nan,無,nan,4000円,nan,400円,有 全保連※契約者や条件によっては、内容が変更になる場合があります。,nan,有、13000円、2年、火災保険（例）※契約者や条件によっては、内容が変更になる場合があります。,15000円 ,nan,nan,駐輪場　有：300円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上15階建,12階部分,2009[H21]年7月,居住中,期日指定　2022年12月下旬,都市ガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 システムキッチン　 洗面所　 室内洗濯機置場　 フローリング　 バルコニー　 エレベーター　 オートロック　 ＴＶモニタ付きインターホン　 宅配ボックス　 駐輪場　 防犯カメラ　,法人契約希望　,法人契約希望,一般媒介,nan,"
",博多
4.0,99213306,2022年12月05日,2022年12月19日,福岡市博多区空港前３丁目23-25  mapを見る,ラ・ポート空港前  306,福岡市空港線福岡空港駅 徒歩10分 駅までmap 篠栗線柚須駅 徒歩34分 駅までmap 席田小学校バス停 徒歩4分 ,壁芯21.3㎡ / 約6.44坪,nan,1K,洋8, 東 2.9㎡,nan,nan,nan,無,nan,　,nan,nan,無,2ヶ月,実費,無,nan,無,2000円,無,有 全保連株式会社※契約者や条件によっては、内容が変更になる場合があります。,nan,有、18000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,鍵交換代：1万6500円室内消毒代：1万1000円,nan,水道代：3000円 / 月くらしーど24：880円 / 月,nan,2年,nan,巡回,nan,ＲＣ,nan,nan,地上3階建,3階部分,1990[H2]年3月,空家,相談　,プロパンガス　 エアコン　 給湯　 トイレ　 バス・トイレ別　 シャワー　 収納スペース　 ガスコンロ設置可　 室内洗濯機置場　 フローリング　 バルコニー　 ＴＶモニタ付きインターホン　 インターネット対応　 シューズボックス　 敷地内ゴミ置き場　,ペット不可　 日当り良好　 閑静住宅街　 最上階　,"福岡空港から徒歩10分！3階最上階鍵交換代16,500円　室内消毒代11,000円水道代3,000円/月　くらしーど880円/月",貸主,nan,"
										TEL：092-401-7700
",博多
6.9,99282788,2022年12月05日,2022年12月19日,福岡市博多区博多駅南３丁目８－２７  mapを見る,サムティ博多Ｓｏｕｔｈ  1203,福岡市空港線東比恵駅 徒歩13分 駅南３丁目バス停 徒歩2分 駅までmap 福岡市空港線博多駅 徒歩14分 駅までmap ,34.8㎡ / 約10.53坪,nan,1LDK,ＬＤＫ9.9／洋4, 南,nan,nan,nan,空有　1万9800円,nan,　,nan,nan,無,無,nan,無,nan,無,5000円,無,nan,nan,有、20000円、2年（例）※契約者や条件によっては、内容が変更になる場合があります。,無,nan,nan,nan,nan,2年,nan,nan,nan,ＲＣ,nan,nan,地上15階建,12階部分,2006[H18]年2月,空家,相談　2022年11月8日,プロパンガス　 電気　 上水道　 下水道　 エアコン　 給湯　 追焚機能　 トイレ　 バス・トイレ別　 シャワー　 ＣＡＴＶ　 カウンターキッチン　 ガスコンロ設置可　 シャンプードレッサー　 室内洗濯機置場　 フローリング　 照明器具付き　 バルコニー　 エレベーター　 オートロック　 宅配ボックス　 駐輪場　 インターネット使い放題　 独立洗面脱衣所　 防犯カメラ　,南向き　,地下鉄空港線東比恵駅より徒歩１３分の物件です。駐車場の空きについては要確認,専任媒介,nan,"
",博多
